level_0,index,text,labels
3126,4383,اخذت جرعه اولي من لقاح اكسفورد وجت اعراض حمي وسخونه يوم اخذت جرعه ثانيه من نفس نوع وشايل هم نفس اعراض الله يعين كرو 19,I
3127,4384,والله اني في حمي ربي ومالي فيك حاجه لو ظروف تكالبت ومابقي غيرك في بشر عزيت نفسي وقلبي هديت نبضه واحتجاجه الله يعز بعزه كان باقي بقيه لي في عمر,U
3128,4385,عن كسورك تخفي الله يرا ويجبر عن مستحيلاتك تتمنا الله يعلم ويدبر ولك يسخر عن حقك تركته لانتقام ربك الله وكيلك وحسبك وناصرك انت في حضره رحمته وفي حمي قوته وفي عنايه جبره وفي ولايه سلطانه انت في امانه فاطمءن 9 90,U
3129,4386,انا في حمي الله يعرف واني يشعل اجمل وياخذ من نفسي امي انا في حمي يطفء حسراتي بامل مغفره ويغسل فوضاي بماء طمانينه واسلي به افكاري انا في ظل مجيد في رجاء رحمته في اتساع مكارمه في غوث طافه بعد عرس ابتهالاتي 1 63,U
3130,4389,0 5 6 68 5 رسوم اراضي بيضاء رحمه لسك جده لان ساعدت علي انخفاض في مدينه تكثر فيها مياه جوفيه وخاصه خلال موسم امطار مما يتسبب في بحير راكده لتك بيءه حاضنه لتكاثر باعوض وانتشار امراض مثل حمي ضنك وغير بين سكان مدينه,U
3131,4390,مصانع كبتاج وحبوب مخدره سوريه تهريب حمي الله مصر من هذه مصاءب,U
3132,4392,صباح لخير قال رسول الله ﷺ ان حلال بين وان حرام بين وبينه امور مشتبه لا يعلم كثير من ناس فمن اتقي شبه فقد استبرا لدينه وعرضه ومن وقع في شبه وقع في حرام راعي يرعي حول حمي يوشك ان يرتع فيه الا وان لكل ملك حمي الا وان حمي الله محارمه,U
3133,4393,1434 ان نار من مستصغر شررمن تها في صغاءر قد يجر كباءر ومن يبتعد عن صغاءر وقلل وانتبه لهاحمي نفسه بعد الله من كباءر فالانتباه صغاءر ومحاوله عدم وقوع فيهاحمايه وقاءيه عن ولوج في كباءر,U
3134,4394,موفا يعني اللي صور وارسل جهه معنيه غلط اطفال هم الصح الله يحفظ ويحفظ جميع لست مع نشر لكن ارسال حاله جهه معنيه واثبات تصرف سليم لمصلحه اطفال ناس واحتمال انه طالع من دون علم ديه يعني هذا تصرف حمي فيه اطفال ناس شدخل بلاسه موضوع,U
3135,4395,وعد نبوي وعيد قال نبي ﷺ من حمي مءم من منافق بعث الله ملكا يحمي لحمه يوم قيامه من نار جهنم ومن رمي مسل بشيء يريد شينه به حبسه الله علي جسر جهنم حتي يخرج مما قال صحيح ابو داود,U
3136,4396,حمي سعاده اذن,U
3137,4398,حمي الله قطر,U
3138,4399,هي قوه الله هو الله ذي سدد هو الله ذي رمي هوو الله ذي دافع هو الله ذي حمي نصر وذي ماشاف نصره له عمي,U
3139,4400,مارب عدو يقتل مرتزقته الان حمي علي,U
3140,4403,هذا في حمي حماس لانه يتفل فلوس علي,U
3141,4404,راعي يرعي حول حمي يوشك ان يرتع فيه الا وان لكل ملك حمي الا وان حمي الله محارمه الا وان في جسد مضغه اذا صلحت صلح جسد كله واذا فسدت فسد جسد كله الا وهي قلب رواه بخاري ومسلم,U
3142,4405,بعد يوم تقريبا بدات معي حراره غير عاديه حمي نفاضه اعتقد وصلت 40 درجه وصلت لمرحله هذي وقت وبنفس وقت حراره مستمره واشعر ببرد شديد اتذكر وقت كنت البس روب شتوي من شده رجفه ومع قيء اعز الله استمرت معي يوم وخفت حراره,U
3143,4406,جزاك الله خيرا انا من اشد معجب فيك و بطرحك غيور علي حمي دين و وطن تشرفت بمتابعتك بتويتر و تيليجرام,U
3144,4407,عاد غلابه مساك بيدور كيف يعبر عن احقاد كما قلت اما انت فعنصريتك واحقادك عالفاضي ملي واضحه وجليه جميع ولا تحتاج لمحاول ما شاء الله عليك وعلي مءيديك فعلا حمي علي يمن ومسقفي لك الله يايمن,U
3145,4408,1 عاد غلابه مساك بيدور كيف يعبر عن احقاد كما قلت اما انت فعنصريتك واحقادك عالفاضي ملي واضحه وجليه جميع ولا تحتاج لمحاول ما شاء الله عليك وعلي مءيديك فعلا حمي علي يمن ومسقفي لك الله يايمن,U
3146,4409,مسءول يمني ل يمن مونيتور اكثر من خمسه الاف اصابه ب حمي ضنك في تعز منذ مطلع عام 3 1 1,U
3147,4410,ترجمه واضحه قول ضرب بيد من حديد تاكيدا واضحا لقول ولي عهد لن ينجواحد تورطفي فساداياك وزيرا اواميرا مواطن حمي الله وطن قاده مواطن,U
3148,4411,في حياه مءجله يعيش في انتظار ذكري يحيي رغم وفات منذ زمن بعيد بلا جدوي غصه لا تروي فحتي هموم تشكو روحه كفاك تعيد ما فاءده حزن لجسد بلا قلب حتي يبلي قد قدح في اعماق نفسه وقد حمي وطيس ولا ان تسافر الي ذكري,U
3149,4412,ارتكي كل ضلع في جوفي حمي لك عزوتك جيش ب صدري ماا يبالي,U
3150,4413,مع فرحت غامره بفوز منتخب سعودي اول لكره قدم علي شقيقه عما في طريق تاهل الي نهاءي كاس عالم 2022م في قطر الا ان فءه من نقاد غفله تمارس اسقاطا ممجوجا علي منتخب وطني واحد مما يعزز حمي الو في وقت نحتاج فيه تعاضد لمصلحه وطن,U
3151,4414,خبر حسب وكال انباء فلسطينيه كثير من مغردي طلع لنا بمصطلح جديد نفق تجاري تجاره تهريب وايصال دعم سلاح جماع ارهابيه مسلحه في سيناء لو تكذب الف مره تظل حقيقه واحده لا تتغير حمي الله مصر من كل اعداء,U
3152,4415,ما يحول دون تعامل صحي مع وباء حمي ضنك خصوصا مع معرفه سبب انتشاره حالمه 7 9,U
3153,4416,دولههي وعاءالجامع يسعي عقلاءومن يعتقدب بارودته وحتي ق ذاءف هاون ستصنع منه دولهفليذهب عقلاءوليتعلم درساقبل ان يعلمه واقع درسه اخيربهذه حياه حمي الله ابرياءمن ضلال جهلاء ريثماتعود دولهقادرهبمءسساتهاعلي حمايهالجميع وذاك لقريب جدا ان شاء الله,U
3154,4417,اذا اشتدت عليك دنيا فلذ برسول الله ﷺ وكن كاصحابه ففي احلك ظروف وفي ساح وغي كان يلوذ به ﷺ عن سيد علي بن ابي طالب رضي الله عنه يقول كنا اذا حمي وطيس نلوذ برسول الله 6,U
3155,4418,مووت احبك لو شعوري ما حكي لك يكفي انه في وسط صدري حكي لي ارتكي كل ضلع في جوفي حمي لك عزوتك جيش بصدري ما يبالي,U
3156,4419,ارتكي كل ضلع في جوفي حمي لك,U
3157,4420,ارتكي كل ضلع في جوفي حمي لك عزوتك جيش بصدري ما يبالي كنت دعوه يوم قال طاب فالك و استجاب الله دعا صرت فالي يسالو كم علي دنيا مضي لك مادر عمري بدا من يوم جا لي,U
3158,4422,اشكر كل من سال وارسل خاص او سناب ابشر صرت احسن حمدلله بفضل الله ثم دعوات مجرد حمي بسيطه وبتعدي ان شاء الله,U
3159,4423,2017 يلي اعرفه اول جرعه حمي خفيفه فقط وياخذ حبوب حمي بارول ويصير احسن,U
3160,4424,2019 ولاشي بس اشويه حمي شوق وسهر ليالي وعد نجوم تخبط في دقات قلب,U
3161,4425,من صباح حمي ويدي ما قادره احرك نعم,U
3162,4426,يزداد تعاطف شعبي في شتات مع اسري وهي فرصه لتعظيم فعالي واتساع وتركيز خدمه لهءلاء ابطال في سجون اسراءيليه فقضيت اولويه تحرك علي اجنده قياديه شعبيه وتحرير دين في رقاب يجب سداده قبل كل شيء حمي الله شعب وابطاله,U
3163,4427,حمي الله بلاد و ملوك من كل ذي شر,U
3164,4428,اذا كان وطن قول فمن اجمله ومن كان في اوطانه حام لها فذكراه مسك في انام وعنبر ومن لم يكن من دون اوطانه حمي فذاك جبان بل اخس واحقر,U
3165,4429,لك طبيعي و نص واحد قتل و عم نلعنه الك عنا شي يبعتل حمي شو بتحب تشبح 3,U
3166,4430,موت احبك لو شعوري ما حكي لك يكفي انه في وسط صدري حكي لي ارتكي كل ضلع في جوفي حمي لك عزوتك جيش في صدري ما يبالي,U
3167,4432,2009 انت ما تستحي ولا فيك مروه ولا رجوله حمي علي بطن الي حملتك ايش تعمل قوات تحالف في بلحاف في وقت الي شعب بحاجه ماسه لها ودعم اقتصاد الله مستع,U
3168,4433,الا يفترض اقليه مذهبيه ان هامشا الا يفترض بمن حمي عرض شرف ارض مقدس ان ياخذ بزمام امور قياده عراق لا تليق الا بسواعد وحكنه وطنيه رجال اغلبيه شيعيه تبا مجامل وتعسا توافق خسيسه,U
3169,4434,1 حمي الله لبن,U
3170,4435,ومن حمي دوله احتلال,U
3171,4436,حمي الله اردن واخوان في اردن من هذا توجه شيعي مريب لم تدخل اير بلدا لنشر مذهب الا دمرته ما فعلوه في سور من نشر لمذهب وتهجير سنه الا مثال سيبقي اردن عصيا علي ان شاء الله,U
